,ROP OFFLINE,SURFACE TORQUE,WEIGHT ON BIT DRILLER,MUD WEIGHT IN,MUD WEIGHT OUT,TEMPERATURE IN,TEMPERATURE OUT,D-EXPONENT,TOTAL RPM [SURFACE + DHM],STAND PIPE PRESSURE,PUMP FLOW,TOTALROTARYTIME,BIT TIME,BIT RUN,TOTALCUMREVONBOTTOM,SUM ALL PITS,ECD,DEPTH,WELLNAME,LITHOLOGY,LITH_CATEGORY,LATITUDE,LONGITUDE
3978,47.65,6924.0,17.21,8.6,8.92,31.0,29.8,,167.0,3338.0,995.0,14.09,1.96,77.37,33544.0,1891.52,8.65,2497.0,Poseidon North-1,Calcilutite,Carbonate,-13.573562,122.340154
3979,52.89,16833.0,17.08,8.6,8.92,31.1,29.9,,164.0,3421.0,993.0,14.1,1.96,77.92,33624.0,1895.05,8.65,2497.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
3980,47.11,11212.0,17.82,8.6,8.92,31.1,29.8,,166.0,3337.0,998.0,14.11,1.98,78.42,33737.0,1895.44,8.65,2498.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
3981,46.54,10709.0,15.92,8.6,8.93,31.2,29.6,,166.0,3317.0,998.0,14.12,1.99,78.91,33846.0,1892.94,8.65,2498.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
3982,44.6,11974.0,14.51,8.6,8.94,31.5,29.7,,166.0,3316.0,999.0,14.13,2.0,79.39,33957.0,1889.05,8.65,2499.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
3983,40.92,10090.0,12.68,8.6,8.95,31.9,29.5,,166.0,3293.0,999.0,14.15,2.01,79.95,34093.0,1890.95,8.65,2499.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
3984,37.39,11238.0,14.29,8.6,8.95,31.9,29.5,,167.0,3411.0,1000.0,14.16,2.02,80.44,34226.0,1898.14,8.65,2500.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
3985,31.28,9701.0,13.78,8.6,8.94,32.4,29.1,,167.0,3340.0,999.0,14.18,2.05,80.92,34451.0,1896.35,8.65,2500.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
3986,24.07,10718.0,13.66,8.6,8.94,32.5,29.0,,167.0,3405.0,1000.0,14.2,2.07,81.39,34652.0,1889.86,8.65,2501.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
3987,25.32,9657.0,13.45,8.6,8.93,32.5,29.0,,167.0,3353.0,1000.0,14.22,2.09,81.92,34877.0,1894.03,8.65,2501.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
3988,28.47,8974.0,12.37,8.6,8.93,32.4,29.0,,167.0,3374.0,1001.0,14.24,2.1,82.42,35013.0,1897.6,8.65,2502.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
3989,27.84,9543.0,12.56,8.6,8.92,32.4,29.8,,167.0,3352.0,1000.0,14.26,2.12,82.96,35211.0,1917.74,8.65,2502.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
3990,29.48,8981.0,20.63,8.6,8.95,32.3,29.5,,167.0,3338.0,999.0,14.28,2.14,83.39,35380.0,1898.93,8.65,2503.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
3991,32.96,9865.0,20.9,8.6,8.94,32.3,30.0,,167.0,3411.0,1000.0,14.29,2.15,83.91,35522.0,1902.54,8.65,2503.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
3992,27.89,9289.0,21.85,8.6,8.94,32.3,30.0,,167.0,3339.0,998.0,14.31,2.17,84.43,35714.0,1891.9,8.65,2504.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
3993,31.98,10407.0,19.89,8.6,8.89,32.2,30.7,,167.0,3490.0,1001.0,14.32,2.19,84.91,35839.0,1895.17,8.65,2504.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
3994,35.56,9536.0,19.63,8.6,8.97,32.3,31.2,,166.0,3454.0,1001.0,14.34,2.2,85.43,36009.0,1895.62,8.65,2505.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
3995,34.17,11360.0,21.12,8.6,8.96,32.4,31.8,,167.0,3502.0,1002.0,14.35,2.22,85.93,36140.0,1904.66,8.65,2505.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
3996,29.95,9575.0,19.57,8.6,8.98,32.6,33.6,,167.0,3587.0,1003.0,14.37,2.24,86.46,36359.0,1902.48,8.65,2506.0,Poseidon North-1,Chert,Chemical,-13.573562,122.340154
3997,22.94,6107.0,16.55,8.6,8.96,32.6,32.6,,167.0,3480.0,1001.0,14.4,2.26,86.91,36585.0,1904.89,8.65,2506.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
3998,35.73,7060.0,17.41,8.6,8.99,32.7,33.2,,167.0,3450.0,1001.0,14.41,2.27,87.46,36703.0,1900.49,8.65,2507.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
3999,37.61,11697.0,18.54,8.6,8.94,32.7,33.3,,167.0,3463.0,1001.0,14.42,2.29,87.95,36872.0,1899.42,8.65,2507.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4000,34.51,13733.0,19.01,8.6,8.85,32.6,33.5,,166.0,3489.0,1000.0,14.44,2.3,88.46,37005.0,1903.97,8.65,2508.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4001,41.38,11669.0,18.52,8.6,9.0,32.6,33.2,,166.0,3445.0,1000.0,14.45,2.31,88.9,37108.0,1911.99,8.65,2508.5,Poseidon North-1,Calcilutite,Carbonate,-13.573562,122.340154
4002,41.31,11284.0,18.33,8.6,9.0,32.6,33.3,,166.0,3437.0,1000.0,14.46,2.33,89.45,37241.0,1914.42,8.65,2509.0,Poseidon North-1,Calcilutite,Carbonate,-13.573562,122.340154
4003,34.65,12108.0,18.9,8.6,9.01,32.5,33.3,,166.0,3422.0,999.0,14.48,2.34,89.91,37388.0,1895.53,8.65,2509.5,Poseidon North-1,Calcilutite,Carbonate,-13.573562,122.340154
4004,32.96,12041.0,18.58,8.6,9.02,32.5,32.7,,166.0,3404.0,998.0,14.49,2.35,90.46,37526.0,1879.03,8.65,2510.0,Poseidon North-1,Calcilutite,Carbonate,-13.573562,122.340154
4005,32.85,12612.0,18.19,8.6,9.0,31.8,32.2,,166.0,3456.0,999.0,14.51,2.37,90.91,37695.0,1860.78,8.65,2510.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4006,30.42,10960.0,17.33,8.6,8.98,31.1,31.3,,166.0,3358.0,997.0,14.52,2.39,91.42,37875.0,1845.35,8.65,2511.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4007,37.25,12552.0,19.26,8.6,8.95,30.5,31.1,,166.0,3412.0,998.0,14.54,2.4,91.9,37985.0,1835.28,8.65,2511.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4008,48.41,10888.0,17.82,8.6,8.93,30.5,31.1,,166.0,3356.0,997.0,14.55,2.41,92.43,38085.0,1834.43,8.65,2512.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4009,38.16,7624.0,19.65,8.6,8.93,29.9,30.7,,147.0,3341.0,998.0,14.56,2.43,92.92,38267.0,1747.18,8.65,2512.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4010,37.24,8525.0,17.53,8.6,8.91,29.6,30.7,,147.0,3383.0,1000.0,14.58,2.44,93.44,38367.0,1767.7,8.65,2513.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4011,40.72,8332.0,19.26,8.6,8.89,29.3,30.7,,146.0,3391.0,999.0,14.59,2.46,93.87,38496.0,1794.5,8.65,2513.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4012,26.95,8842.0,19.26,8.6,8.89,28.9,30.5,,146.0,3382.0,998.0,14.61,2.48,94.42,38676.0,1773.13,8.65,2514.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4013,20.35,9230.0,19.79,8.6,8.88,28.5,30.7,,146.0,3427.0,999.0,14.64,2.5,94.96,38912.0,1790.93,8.65,2514.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4014,21.87,8513.0,18.19,8.6,8.88,28.1,30.8,,146.0,3376.0,999.0,14.66,2.52,95.42,39105.0,1836.59,8.65,2515.0,Poseidon North-1,Chert,Chemical,-13.573562,122.340154
4015,24.02,9852.0,18.55,8.6,8.89,27.9,30.6,,146.0,3440.0,998.0,14.68,2.54,95.92,39272.0,1848.34,8.65,2515.5,Poseidon North-1,Calcilutite,Carbonate,-13.573562,122.340154
4016,29.54,10537.0,20.1,8.6,8.89,27.7,30.6,,146.0,3417.0,999.0,14.7,2.56,96.47,39421.0,1833.04,8.65,2516.0,Poseidon North-1,Calcilutite,Carbonate,-13.573562,122.340154
4017,24.32,7504.0,20.43,8.6,8.9,27.5,30.6,,146.0,3260.0,996.0,14.73,2.59,96.93,39691.0,1831.5,8.65,2516.5,Poseidon North-1,Calcilutite,Carbonate,-13.573562,122.340154
4018,14.87,6880.0,9.87,8.6,8.91,27.2,32.5,,148.0,3431.0,1007.0,15.11,2.64,97.44,40102.0,1947.63,8.65,2517.0,Poseidon North-1,Calcilutite,Carbonate,-13.573562,122.340154
4019,17.57,10778.0,14.3,8.6,8.91,27.2,32.0,,147.0,3530.0,1008.0,15.12,2.65,97.96,40213.0,1947.55,8.65,2517.5,Poseidon North-1,Calcilutite,Carbonate,-13.573562,122.340154
4020,25.26,8794.0,19.71,8.6,8.92,27.2,32.1,,147.0,3476.0,1008.0,15.18,2.71,99.35,40744.0,1985.62,8.65,2518.0,Poseidon North-1,Calcilutite,Carbonate,-13.573562,122.340154
4021,29.03,11961.0,20.83,8.6,8.92,27.2,32.2,,147.0,3658.0,1011.0,15.2,2.73,99.87,40832.0,2002.79,8.65,2518.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4022,20.71,9926.0,19.1,8.6,8.92,27.2,32.2,,147.0,3566.0,1010.0,15.23,2.76,100.41,40929.0,2034.39,8.65,2519.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4023,14.89,8621.0,23.14,8.6,8.9,27.2,32.1,,148.0,3525.0,1010.0,15.27,2.79,100.87,41245.0,2050.6,8.65,2519.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4024,22.64,11529.0,22.67,8.6,8.92,27.2,31.8,,147.0,3630.0,1011.0,15.28,2.81,101.41,41395.0,2064.09,8.65,2520.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4025,25.29,11287.0,22.61,8.6,8.9,27.2,32.2,,147.0,3601.0,1010.0,15.3,2.83,101.86,41586.0,2064.02,8.65,2520.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4026,26.86,12926.0,22.79,8.6,8.92,27.2,32.0,,147.0,3638.0,1011.0,15.32,2.85,102.36,41738.0,2063.89,8.65,2521.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4027,26.34,11981.0,23.02,8.6,8.94,27.2,31.8,,147.0,3641.0,1011.0,15.34,2.87,102.91,41937.0,2042.66,8.65,2521.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4028,22.06,11431.0,25.51,8.6,8.94,27.1,31.7,,147.0,3622.0,1011.0,15.37,2.9,103.39,42135.0,2073.04,8.65,2522.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4029,25.0,11512.0,24.07,8.6,8.94,27.1,31.5,,147.0,3660.0,1012.0,15.38,2.91,103.87,42285.0,2080.19,8.65,2522.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4030,29.27,12977.0,24.91,8.6,8.94,27.1,31.5,,147.0,3648.0,1011.0,15.4,2.93,104.38,42446.0,2077.69,8.65,2523.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4031,27.54,11978.0,25.1,8.6,8.91,27.1,31.4,,147.0,3573.0,1010.0,15.42,2.95,104.89,42613.0,2067.19,8.65,2523.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4032,24.18,12455.0,24.75,8.6,8.9,27.1,31.1,,147.0,3640.0,1011.0,15.44,2.97,105.37,42796.0,2021.43,8.65,2524.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4033,29.21,11804.0,24.82,8.6,8.88,27.1,30.8,,147.0,3627.0,1012.0,15.46,2.99,105.87,42931.0,1995.93,8.65,2524.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4034,31.72,12129.0,22.04,8.6,8.86,27.1,30.8,,147.0,3610.0,1011.0,15.47,3.0,106.35,43085.0,1965.0,8.65,2525.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4035,23.17,11929.0,23.66,8.6,8.88,27.1,30.8,,147.0,3567.0,1010.0,15.5,3.03,106.9,43330.0,1937.06,8.65,2525.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4036,18.76,11937.0,26.54,8.6,8.89,27.1,30.8,,147.0,3599.0,1010.0,15.53,3.06,107.39,43541.0,1876.49,8.65,2526.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4037,17.6,10615.0,25.1,8.6,8.89,27.1,30.7,,148.0,3614.0,1011.0,15.56,3.09,107.9,43838.0,1812.54,8.65,2526.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4038,16.95,8643.0,23.76,8.6,8.89,27.1,30.8,,147.0,3545.0,1010.0,15.59,3.12,108.39,44077.0,1795.12,8.65,2527.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4039,17.64,11315.0,25.3,8.6,8.9,27.1,30.6,,147.0,3614.0,1011.0,15.61,3.14,108.9,44283.0,1779.48,8.65,2527.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4040,17.57,9373.0,25.98,8.6,8.91,27.1,30.6,,147.0,3582.0,1010.0,15.64,3.17,109.41,44553.0,1819.59,8.65,2528.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4041,17.48,12605.0,25.82,8.6,8.91,27.1,30.7,,147.0,3654.0,1010.0,15.67,3.2,109.89,44799.0,1840.56,8.65,2528.5,Poseidon North-1,Chert,Chemical,-13.573562,122.340154
4042,28.37,10766.0,23.84,8.6,8.93,27.0,30.6,,148.0,3637.0,1010.0,15.68,3.21,110.38,44931.0,1871.97,8.65,2529.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4043,32.16,11530.0,23.62,8.6,8.95,26.8,30.5,,158.0,3656.0,1009.0,15.7,3.23,110.87,45058.0,1863.98,8.65,2529.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4044,24.92,13182.0,24.07,8.6,8.96,29.8,31.0,,177.0,3592.0,1010.0,15.72,3.25,111.41,45299.0,1894.88,8.65,2530.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4045,19.8,8433.0,14.84,8.6,8.96,32.7,31.3,,147.0,3546.0,1009.0,15.77,3.28,111.86,45558.0,1949.68,8.65,2530.5,Poseidon North-1,Calcilutite,Carbonate,-13.573562,122.340154
4046,17.34,9281.0,21.01,8.6,1.55,30.0,32.1,,157.0,3594.0,1010.0,15.8,3.31,112.39,45816.0,1976.22,8.65,2531.0,Poseidon North-1,Calcilutite,Carbonate,-13.573562,122.340154
4047,17.7,8818.0,21.47,8.6,8.93,30.9,32.4,,159.0,3520.0,1009.0,15.83,3.34,112.86,46095.0,2016.01,8.65,2531.5,Poseidon North-1,Calcilutite,Carbonate,-13.573562,122.340154
4048,17.11,12078.0,20.48,8.6,8.9,32.0,32.8,,165.0,3577.0,1009.0,15.86,3.37,113.4,46392.0,2038.16,8.65,2532.0,Poseidon North-1,Calcilutite,Carbonate,-13.573562,122.340154
4049,16.68,10894.0,20.0,8.6,8.99,29.9,33.2,,164.0,3565.0,1008.0,15.89,3.4,113.87,46672.0,2068.85,8.65,2532.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4050,15.77,10864.0,23.07,8.6,9.0,30.0,33.5,,164.0,3611.0,1011.0,15.92,3.43,114.38,46998.0,2089.9,8.65,2533.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4051,16.6,11864.0,23.96,8.6,9.01,31.1,34.2,,186.0,3667.0,1010.0,15.95,3.46,114.91,47314.0,2091.58,8.65,2533.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4052,19.92,10078.0,24.5,8.6,8.95,31.5,34.2,,163.0,3607.0,1010.0,15.98,3.48,115.38,47544.0,2087.65,8.65,2534.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4053,20.82,10277.0,23.45,8.6,9.02,31.4,34.0,,166.0,3607.0,1010.0,16.0,3.5,115.86,47778.0,2071.94,8.65,2534.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4054,18.27,11215.0,22.39,8.6,9.02,31.4,33.1,,165.0,3512.0,1009.0,16.03,3.54,116.41,48100.0,2092.27,8.65,2535.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4055,17.28,11645.0,23.43,8.6,9.04,31.5,31.8,,158.0,3570.0,1010.0,16.06,3.56,116.88,48354.0,2097.58,8.65,2535.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4056,19.18,12191.0,21.52,8.6,9.01,31.4,31.6,,146.0,3599.0,1007.0,16.09,3.59,117.4,48592.0,2119.71,8.65,2536.0,Poseidon North-1,Calcilutite,Carbonate,-13.573562,122.340154
4057,18.3,10656.0,25.74,8.6,9.01,31.2,31.2,,147.0,3540.0,1006.0,16.11,3.62,117.86,48841.0,2141.17,8.65,2536.5,Poseidon North-1,Calcilutite,Carbonate,-13.573562,122.340154
4058,15.23,9338.0,23.34,8.6,9.0,31.0,31.3,,147.0,3486.0,1004.0,16.15,3.66,118.36,49179.0,2149.89,8.65,2537.0,Poseidon North-1,Calcilutite,Carbonate,-13.573562,122.340154
4059,14.8,10020.0,25.73,8.6,9.0,30.9,31.1,,147.0,3494.0,1005.0,16.18,3.69,118.85,49451.0,2155.69,8.65,2537.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4060,16.88,9993.0,26.07,8.6,8.98,30.9,31.0,,147.0,3585.0,1006.0,16.21,3.71,119.39,49685.0,2154.63,8.65,2538.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4061,18.87,9040.0,27.02,8.6,8.95,30.7,31.7,,147.0,3581.0,1008.0,16.23,3.74,119.88,49904.0,2155.92,8.65,2538.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4062,18.17,7418.0,23.62,8.6,8.94,30.7,32.4,,147.0,3510.0,1006.0,16.27,3.77,120.4,50196.0,2150.82,8.65,2539.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4063,16.22,7642.0,25.55,8.6,8.93,30.5,33.0,,148.0,3515.0,1006.0,16.3,3.8,120.87,50451.0,2163.58,8.65,2539.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4064,15.04,7082.0,26.93,8.6,8.94,30.5,33.3,,165.0,3497.0,1007.0,16.33,3.84,121.38,50798.0,2156.12,8.65,2540.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4065,16.36,9017.0,26.59,8.6,8.95,30.1,33.3,,166.0,3585.0,1008.0,16.36,3.86,121.86,51033.0,2159.05,8.65,2540.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4066,17.33,7347.0,29.02,8.6,8.93,30.0,33.7,,167.0,3524.0,1008.0,16.39,3.9,122.37,51371.0,2157.82,8.65,2541.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4067,16.75,12526.0,28.49,8.6,8.91,29.9,33.7,,165.0,3552.0,1006.0,16.42,3.92,122.87,51620.0,2138.13,8.65,2541.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4068,15.61,10673.0,27.58,8.6,8.98,29.9,33.4,,165.0,3504.0,1006.0,16.48,3.99,123.89,52265.0,2134.69,8.65,2542.5,Poseidon North-1,Chert,Chemical,-13.573562,122.340154
4069,13.87,10337.0,27.37,8.6,8.99,29.8,33.3,,166.0,3497.0,1006.0,16.52,4.02,124.39,52637.0,2126.23,8.65,2543.0,Poseidon North-1,Chert,Chemical,-13.573562,122.340154
4070,14.45,11384.0,30.5,8.6,8.98,29.8,33.3,,165.0,3510.0,1005.0,16.55,4.06,124.91,52982.0,2124.52,8.65,2543.5,Poseidon North-1,Chert,Chemical,-13.573562,122.340154
4071,14.99,10918.0,30.89,8.6,8.97,29.7,33.4,,166.0,3515.0,1006.0,16.59,4.09,125.38,53301.0,2126.24,8.65,2544.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4072,15.69,11320.0,27.91,8.6,8.98,29.7,33.1,,165.0,3478.0,1005.0,16.62,4.12,125.91,53618.0,2125.99,8.65,2544.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4073,13.34,8503.0,21.48,8.6,8.95,28.6,33.0,,165.0,3366.0,1003.0,16.93,4.17,126.36,54133.0,2199.8,8.65,2545.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4074,18.31,12233.0,26.69,8.6,8.89,27.8,32.2,,165.0,3455.0,1000.0,16.95,4.19,126.88,54316.0,2202.44,8.65,2545.5,Poseidon North-1,Calcilutite,Carbonate,-13.573562,122.340154
4075,25.68,13127.0,36.01,8.6,8.86,27.8,31.7,,166.0,3562.0,1004.0,16.97,4.21,127.35,54506.0,2201.29,8.65,2546.0,Poseidon North-1,Calcilutite,Carbonate,-13.573562,122.340154
4076,24.95,13888.0,35.51,8.6,8.88,27.7,31.5,,166.0,3606.0,1006.0,16.99,4.23,127.92,54700.0,2172.87,8.65,2546.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4077,24.54,13936.0,35.31,8.6,8.85,27.7,31.5,,166.0,3578.0,1003.0,17.01,4.25,128.37,54902.0,2142.75,8.65,2547.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4078,26.43,17776.0,36.15,8.6,8.9,27.6,31.2,,165.0,3635.0,1004.0,17.03,4.27,128.89,55079.0,2107.42,8.65,2547.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4079,22.52,12195.0,36.56,8.6,8.9,27.5,31.3,,166.0,3515.0,1004.0,17.05,4.3,129.36,55348.0,2073.3,8.65,2548.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4080,15.4,8787.0,35.77,8.6,8.9,27.2,31.8,,151.0,3435.0,1003.0,17.09,4.33,129.88,55710.0,2015.64,8.65,2548.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4081,16.49,10272.0,34.5,8.6,8.89,27.1,31.8,,151.0,3505.0,1004.0,17.12,4.36,130.35,55947.0,1956.86,8.65,2549.0,Poseidon North-1,Calcilutite,Carbonate,-13.573562,122.340154
4082,18.48,11433.0,33.46,8.6,8.89,27.0,31.8,,155.0,3529.0,1005.0,17.14,4.39,130.88,56192.0,1924.64,8.65,2549.5,Poseidon North-1,Calcilutite,Carbonate,-13.573562,122.340154
4083,18.84,12528.0,33.85,8.6,8.92,26.9,31.7,,152.0,3502.0,1004.0,17.17,4.41,131.38,56422.0,1900.54,8.65,2550.0,Poseidon North-1,Calcilutite,Carbonate,-13.573562,122.340154
4084,15.82,8001.0,32.19,8.6,8.93,26.8,31.9,,147.0,3447.0,1003.0,17.21,4.45,131.93,56785.0,1841.42,8.65,2550.5,Poseidon North-1,Calcilutite,Carbonate,-13.573562,122.340154
4085,13.98,11118.0,31.3,8.6,8.93,26.8,32.1,,146.0,3566.0,1004.0,17.24,4.48,132.38,57032.0,1838.77,8.65,2551.0,Poseidon North-1,Calcilutite,Carbonate,-13.573562,122.340154
4086,13.78,10565.0,31.58,8.6,8.94,26.7,32.5,,147.0,3470.0,1003.0,17.28,4.52,132.92,57382.0,1883.51,8.65,2551.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4087,11.9,9204.0,32.73,8.6,8.95,26.6,33.0,,147.0,3465.0,1004.0,17.32,4.56,133.42,57766.0,1929.12,8.65,2552.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4088,12.38,8593.0,32.03,8.6,8.96,26.6,33.5,,147.0,3485.0,1004.0,17.36,4.61,133.87,58136.0,1970.31,8.65,2552.5,Poseidon North-1,Chert,Chemical,-13.573562,122.340154
4089,12.73,9147.0,30.87,8.6,8.97,26.5,33.6,,146.0,3494.0,1004.0,17.41,4.65,134.4,58529.0,2011.32,8.65,2553.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4090,13.71,8033.0,29.83,8.6,8.97,26.4,33.8,,147.0,3512.0,1004.0,17.44,4.68,134.87,58813.0,2031.38,8.65,2553.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4091,16.06,8572.0,31.23,8.6,8.97,26.4,33.7,,147.0,3544.0,1005.0,17.47,4.71,135.41,59063.0,2027.18,8.65,2554.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4092,16.7,8799.0,31.72,8.6,8.97,26.3,33.4,,147.0,3532.0,1004.0,17.5,4.74,135.89,59348.0,2029.69,8.65,2554.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4093,16.66,8800.0,31.21,8.6,8.99,26.3,33.1,,147.0,3535.0,1005.0,17.53,4.77,136.38,59583.0,2027.54,8.65,2555.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4094,16.92,9053.0,33.69,8.6,8.98,26.3,33.3,,147.0,3570.0,1005.0,17.56,4.8,136.92,59855.0,2023.38,8.65,2555.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4095,16.8,11563.0,34.03,8.6,8.98,26.3,33.3,,147.0,3564.0,1004.0,17.59,4.83,137.36,60100.0,2026.9,8.65,2556.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4096,17.52,10216.0,30.54,8.6,8.99,26.3,33.2,,146.0,3550.0,1003.0,17.62,4.86,137.91,60369.0,2027.03,8.65,2556.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4097,18.43,12653.0,31.0,8.6,9.01,26.3,33.1,,146.0,3606.0,1003.0,17.64,4.89,138.39,60603.0,2030.55,8.65,2557.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4098,19.01,12159.0,31.41,8.6,1.36,26.3,33.6,,146.0,3577.0,1004.0,17.67,4.91,138.93,60833.0,2029.0,8.65,2557.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4099,17.96,12191.0,30.96,8.6,9.02,26.4,34.2,,148.0,3557.0,1004.0,17.7,4.94,139.36,61101.0,2031.66,8.65,2558.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4100,16.3,9319.0,32.37,8.6,9.01,26.4,34.3,,147.0,3529.0,1002.0,17.73,4.97,139.91,61373.0,2035.35,8.65,2558.5,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
4101,16.47,7695.0,33.01,8.6,9.01,26.4,34.1,,147.0,3552.0,1004.0,17.76,5.01,140.36,61655.0,2041.55,8.65,2559.0,Poseidon North-1,Calcarenite,Carbonate,-13.573562,122.340154
