,ROP OFFLINE,SURFACE TORQUE,WEIGHT ON BIT DRILLER,MUD WEIGHT IN,MUD WEIGHT OUT,TEMPERATURE IN,TEMPERATURE OUT,D-EXPONENT,TOTAL RPM [SURFACE + DHM],STAND PIPE PRESSURE,PUMP FLOW,TOTALROTARYTIME,BIT TIME,BIT RUN,TOTALCUMREVONBOTTOM,SUM ALL PITS,ECD,DEPTH,WELLNAME,LITHOLOGY,LITH_CATEGORY,LATITUDE,LONGITUDE
0,,,,,,,,,,,,,,,,,,508.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
1,,,,,,,,,,,,,,,,,,508.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
2,,,,,,,,,,,,,,,,,,509.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
3,,,,,,,,,,,,,,,,,,509.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
4,76.37,0.0,0.0,8.6,0.25,31.3,35.0,,44.0,392.0,407.0,2.39,0.01,0.57,43.0,2324.23,8.6,510.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
5,55.84,0.0,0.0,8.6,0.25,31.3,35.2,,44.0,440.0,407.0,2.39,0.02,1.06,72.0,2328.63,8.6,510.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
6,43.44,0.0,0.0,8.6,0.25,31.3,35.1,,43.0,465.0,407.0,2.39,0.03,1.56,102.0,2313.68,8.6,511.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
7,40.64,0.0,0.0,8.6,0.25,31.3,34.9,,43.0,511.0,402.0,2.39,0.04,2.06,133.0,2311.44,8.6,511.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
8,32.96,0.0,0.0,8.6,0.25,31.3,35.2,,43.0,528.0,406.0,2.39,0.06,2.54,177.0,2297.96,8.6,512.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
9,38.86,0.0,0.0,8.6,0.25,31.2,35.2,,42.0,565.0,401.0,2.39,0.07,3.02,206.0,2294.63,8.6,512.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
10,37.36,0.0,0.0,8.6,0.25,31.2,35.1,,43.0,528.0,401.0,2.39,0.08,3.59,242.0,2285.22,8.6,513.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
11,30.05,0.0,0.0,8.6,0.25,31.2,35.3,,43.0,532.0,400.0,2.39,0.1,4.07,291.0,2272.09,8.6,513.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
12,24.79,125.0,0.0,8.6,0.25,31.3,35.3,,70.0,897.0,600.0,2.51,0.13,4.55,378.0,2263.72,8.6,514.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
13,27.05,45.0,0.0,8.6,0.25,31.3,34.9,,75.0,809.0,602.0,2.53,0.15,5.07,460.0,2239.98,8.6,514.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
14,25.39,373.0,0.0,8.6,0.25,31.3,35.1,,75.0,821.0,601.0,2.54,0.16,5.57,537.0,2227.83,8.6,515.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
15,24.12,289.0,0.0,8.6,0.25,31.3,35.0,0.5,74.0,801.0,602.0,2.57,0.19,6.03,635.0,2203.81,8.6,515.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
16,22.61,154.0,1.59,8.6,0.25,31.3,35.4,0.51,75.0,787.0,602.0,2.59,0.21,6.58,747.0,2196.39,8.6,516.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
17,22.59,374.0,0.52,8.6,0.25,31.3,34.9,0.5,74.0,790.0,603.0,2.61,0.23,7.04,825.0,2187.18,8.6,516.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
18,37.76,191.0,1.3,8.6,0.25,31.3,35.2,0.47,74.0,775.0,604.0,2.62,0.24,7.55,881.0,2175.32,8.6,517.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
19,38.6,187.0,0.98,8.6,0.25,31.2,35.0,0.45,75.0,782.0,601.0,2.63,0.25,8.07,937.0,2161.61,8.6,517.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
20,39.17,243.0,1.46,8.6,0.25,31.3,35.2,0.49,74.0,777.0,603.0,2.65,0.26,8.57,985.0,2157.65,8.6,518.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
21,31.8,351.0,0.84,8.6,0.25,31.2,35.1,0.54,83.0,876.0,647.0,2.67,0.29,9.05,1090.0,2138.33,8.6,518.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
22,29.65,1197.0,1.05,8.6,0.25,31.3,34.8,0.54,101.0,1308.0,798.0,2.68,0.3,9.53,1175.0,2119.38,8.6,519.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
23,34.18,397.0,2.16,8.6,0.25,31.3,35.0,0.54,102.0,1237.0,799.0,2.7,0.32,10.04,1258.0,2122.71,8.6,519.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
24,30.19,144.0,1.68,8.6,0.25,31.3,35.2,0.55,101.0,1176.0,796.0,2.72,0.33,10.56,1374.0,2128.63,8.6,520.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
25,26.73,412.0,0.89,8.6,0.25,31.2,35.1,0.55,100.0,1193.0,796.0,2.74,0.35,11.06,1494.0,2118.95,8.6,520.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
26,30.77,719.0,1.89,8.6,0.25,31.2,34.8,0.53,107.0,1393.0,855.0,2.75,0.37,11.59,1594.0,2116.01,8.6,521.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
27,32.01,1265.0,0.66,8.6,0.25,31.3,35.1,0.49,110.0,1459.0,877.0,2.77,0.38,12.08,1681.0,2127.45,8.6,521.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
28,43.21,663.0,0.3,8.6,0.25,31.3,35.0,0.46,109.0,1445.0,879.0,2.78,0.39,12.54,1748.0,2126.59,8.6,522.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
29,47.7,701.0,0.55,8.6,0.25,31.2,35.1,0.45,109.0,1459.0,878.0,2.79,0.4,13.04,1814.0,2120.76,8.6,522.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
30,51.29,577.0,1.05,8.6,0.25,31.3,34.9,0.49,110.0,1434.0,880.0,2.8,0.41,13.58,1880.0,2126.04,8.6,523.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
31,47.16,484.0,0.84,8.6,0.25,31.3,35.2,0.54,113.0,1523.0,914.0,2.81,0.43,14.08,1981.0,2126.54,8.6,523.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
32,27.92,532.0,1.13,8.6,0.25,31.2,34.9,0.58,113.0,1536.0,914.0,2.83,0.45,14.55,2130.0,2089.84,8.6,524.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
33,28.79,629.0,0.4,8.6,0.25,31.2,35.0,0.48,113.0,1475.0,914.0,2.85,0.46,15.05,2216.0,2075.79,8.6,524.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
34,40.36,306.0,0.47,8.6,0.25,31.3,35.1,0.47,113.0,1451.0,908.0,2.86,0.48,15.56,2301.0,2073.34,8.6,525.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
35,33.86,335.0,0.5,8.6,0.25,31.2,35.0,0.54,113.0,1507.0,912.0,2.88,0.5,16.06,2433.0,2082.18,8.6,525.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
36,26.57,466.0,0.29,8.6,0.25,31.2,35.0,0.52,114.0,1499.0,911.0,2.89,0.51,16.53,2550.0,2078.49,8.6,526.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
37,35.75,787.0,0.8,8.6,0.25,31.2,35.1,0.49,112.0,1491.0,912.0,2.91,0.52,17.03,2629.0,2077.98,8.6,526.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
38,40.05,847.0,0.33,8.6,0.25,31.2,35.0,0.44,112.0,1497.0,913.0,2.92,0.54,17.58,2727.0,2071.49,8.6,527.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
39,33.41,1023.0,1.07,8.6,0.25,31.3,35.0,0.47,130.0,2036.0,1076.0,2.94,0.56,18.06,2844.0,2069.44,8.6,527.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
40,28.56,1275.0,0.28,8.6,0.25,31.2,35.2,0.51,136.0,2191.0,1105.0,2.95,0.57,18.54,2986.0,2073.51,8.6,528.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
41,32.08,1290.0,0.12,8.6,0.25,31.2,35.2,0.51,137.0,2116.0,1104.0,2.97,0.59,19.04,3103.0,2080.8,8.6,528.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
42,45.3,1085.0,0.0,8.6,0.25,31.3,34.8,0.47,137.0,2115.0,1104.0,2.98,0.6,19.51,3176.0,2067.58,8.6,529.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
43,55.2,1230.0,0.07,8.6,0.25,31.2,34.9,0.44,137.0,2119.0,1103.0,2.99,0.61,20.06,3256.0,2072.14,8.6,529.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
44,57.92,1163.0,1.06,8.6,0.25,31.2,34.8,0.43,137.0,2175.0,1103.0,3.0,0.61,20.57,3326.0,2082.2,8.6,530.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
45,58.33,1247.0,0.15,8.6,0.25,31.3,35.0,0.44,137.0,2156.0,1102.0,3.0,0.62,21.02,3390.0,2082.99,8.6,530.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
46,50.86,986.0,0.18,8.6,0.25,31.2,35.0,0.46,137.0,2101.0,1102.0,3.01,0.63,21.55,3479.0,2085.72,8.6,531.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
47,35.78,980.0,1.14,8.6,0.25,31.2,34.8,0.51,136.0,2094.0,1101.0,3.03,0.65,22.03,3627.0,2073.67,8.6,531.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
48,28.87,1286.0,0.37,8.6,0.25,31.2,34.6,0.54,137.0,2113.0,1101.0,3.05,0.67,22.57,3777.0,2076.7,8.6,532.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
49,38.92,1162.0,1.61,8.6,0.25,31.2,34.7,0.52,137.0,2179.0,1107.0,3.06,0.68,23.08,3864.0,2084.59,8.6,532.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
50,33.73,923.0,0.31,8.6,0.25,31.2,34.3,0.54,136.0,2104.0,1102.0,3.08,0.7,23.56,4046.0,2047.84,8.6,533.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
51,16.8,1278.0,0.3,8.6,0.25,31.3,34.7,0.59,137.0,2204.0,1104.0,3.12,0.74,24.05,4381.0,2007.8,8.6,533.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
52,24.81,1023.0,0.1,8.6,0.25,31.3,34.7,0.55,136.0,2168.0,1097.0,3.14,0.76,24.58,4508.0,1986.93,8.6,534.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
53,39.51,1108.0,0.57,8.6,0.25,31.2,34.7,0.49,138.0,2256.0,1113.0,3.15,0.77,25.05,4604.0,1970.97,8.6,534.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
54,27.81,1406.0,0.0,8.6,0.25,31.2,34.7,0.53,140.0,2167.0,1105.0,3.35,0.81,25.54,4874.0,1974.37,8.6,535.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
55,30.81,1313.0,0.0,8.6,0.25,31.3,34.7,0.48,140.0,2171.0,1105.0,3.36,0.82,26.04,4967.0,1980.28,8.6,535.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
56,55.91,1310.0,0.0,8.6,0.25,31.2,34.7,0.39,140.0,2169.0,1104.0,3.37,0.83,26.56,5040.0,1984.72,8.6,536.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
57,67.37,1171.0,0.0,8.6,0.25,31.3,34.7,0.4,140.0,2120.0,1104.0,3.37,0.83,27.03,5096.0,1984.74,8.6,536.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
58,65.67,1096.0,0.0,8.6,0.25,31.2,34.7,0.39,140.0,2119.0,1103.0,3.38,0.84,27.57,5163.0,1989.02,8.6,537.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
59,54.8,1512.0,0.0,8.6,0.25,31.2,34.7,0.36,140.0,2126.0,1103.0,3.39,0.85,28.08,5247.0,1997.1,8.6,537.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
60,47.65,1311.0,0.28,8.6,0.25,31.2,34.7,0.39,140.0,2158.0,1104.0,3.4,0.86,28.54,5336.0,2000.17,8.6,538.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
61,52.26,1477.0,1.24,8.6,0.25,31.2,34.7,0.4,140.0,2159.0,1101.0,3.41,0.87,29.07,5418.0,2004.9,8.6,538.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
62,61.42,1462.0,0.38,8.6,0.25,31.2,34.7,0.37,139.0,2151.0,1100.0,3.42,0.88,29.56,5480.0,2021.09,8.6,539.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
63,58.18,1339.0,0.15,8.6,0.25,31.2,34.7,0.37,140.0,2157.0,1104.0,3.43,0.89,30.07,5557.0,2017.09,8.6,539.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
64,53.78,1489.0,0.0,8.6,0.25,31.2,34.7,0.36,140.0,2182.0,1105.0,3.44,0.9,30.56,5632.0,2003.28,8.6,540.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
65,54.62,1175.0,0.0,8.6,0.25,31.2,34.7,0.35,140.0,2143.0,1105.0,3.45,0.91,31.02,5702.0,2013.84,8.6,540.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
66,49.34,1061.0,0.32,8.6,0.25,31.2,34.7,0.4,140.0,2150.0,1104.0,3.46,0.92,31.54,5795.0,2009.34,8.6,541.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
67,46.95,952.0,0.0,8.6,0.25,31.3,34.7,0.41,140.0,2130.0,1104.0,3.47,0.93,32.07,5891.0,2010.08,8.6,541.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
68,45.26,1607.0,0.22,8.6,0.25,31.2,34.7,0.37,140.0,2158.0,1104.0,3.48,0.94,32.58,5984.0,2009.17,8.6,542.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
69,44.21,1486.0,1.07,8.6,0.25,31.2,34.7,0.43,140.0,2152.0,1104.0,3.49,0.95,33.08,6075.0,2009.96,8.6,542.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
70,55.92,1381.0,0.0,8.6,0.25,31.2,34.7,0.48,140.0,2157.0,1103.0,3.5,0.96,33.56,6155.0,2008.21,8.6,543.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
71,69.58,1466.0,6.53,8.6,0.25,31.2,34.7,0.54,140.0,2170.0,1103.0,3.51,0.97,34.06,6210.0,2014.77,8.6,543.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
72,85.4,1137.0,5.08,8.6,0.25,31.2,34.7,0.53,140.0,2150.0,1105.0,3.51,0.97,34.51,6252.0,2015.72,8.6,544.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
73,86.58,1261.0,3.08,8.6,0.25,31.2,34.7,0.49,140.0,2167.0,1105.0,3.52,0.98,35.02,6301.0,2009.98,8.6,544.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
74,76.86,1041.0,0.0,8.6,0.25,31.2,34.7,0.44,140.0,2163.0,1105.0,3.52,0.98,35.56,6358.0,2009.93,8.6,545.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
75,67.03,1246.0,2.13,8.6,0.25,31.2,34.7,0.47,139.0,2158.0,1105.0,3.53,0.99,36.06,6432.0,2010.81,8.6,545.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
76,36.78,1490.0,3.05,8.6,0.25,31.3,34.7,0.57,140.0,2198.0,1106.0,3.55,1.0,36.55,6537.0,2011.04,8.6,546.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
77,29.43,1809.0,0.08,8.6,0.25,31.2,34.7,0.63,148.0,2208.0,1112.0,3.66,1.03,37.08,6714.0,2026.72,8.6,546.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
78,24.55,1594.0,1.79,8.6,0.25,31.2,34.7,0.64,148.0,2192.0,1111.0,3.68,1.05,37.58,6905.0,2018.52,8.6,547.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
79,19.37,1778.0,0.11,8.6,0.25,31.2,34.7,0.58,148.0,2185.0,1111.0,3.72,1.08,38.04,7181.0,2020.26,8.6,547.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
80,35.25,1879.0,0.14,8.6,0.25,31.2,34.7,0.49,148.0,2206.0,1112.0,3.73,1.09,38.54,7292.0,2006.75,8.6,548.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
81,30.82,1699.0,0.82,8.6,0.25,31.2,34.7,0.51,148.0,2169.0,1108.0,3.75,1.11,39.09,7470.0,2009.11,8.6,548.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
82,21.59,1512.0,0.27,8.6,0.25,31.2,34.7,0.54,149.0,2386.0,1117.0,3.77,1.14,39.57,7698.0,1982.76,8.6,549.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
83,20.71,1535.0,0.55,8.6,0.25,31.2,34.7,0.52,148.0,2172.0,1107.0,3.8,1.16,40.05,7891.0,1982.65,8.6,549.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
84,31.31,1397.0,0.56,8.6,0.25,31.2,34.7,0.49,147.0,2141.0,1104.0,3.81,1.17,40.53,8028.0,1980.95,8.6,550.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
85,36.23,1290.0,0.35,8.6,0.25,31.2,34.7,0.47,147.0,2117.0,1101.0,3.83,1.19,41.02,8154.0,1993.02,8.6,550.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
86,47.16,2008.0,0.0,8.6,0.25,31.2,34.7,0.45,147.0,2156.0,1109.0,3.83,1.2,41.55,8235.0,1987.85,8.6,551.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
87,54.7,1698.0,0.17,8.6,0.25,31.2,34.7,0.43,148.0,2202.0,1110.0,3.84,1.21,42.04,8314.0,1971.43,8.6,551.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
88,53.65,1823.0,0.24,8.6,0.25,31.2,34.7,0.42,148.0,2190.0,1109.0,3.85,1.21,42.53,8393.0,1967.64,8.6,552.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
89,53.53,1523.0,0.61,8.6,0.25,31.2,34.7,0.43,148.0,2163.0,1109.0,3.86,1.22,43.06,8481.0,1964.38,8.6,552.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
90,50.13,1673.0,0.0,8.6,0.25,31.2,34.7,0.46,148.0,2180.0,1109.0,3.87,1.23,43.55,8570.0,1980.8,8.6,553.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
91,47.14,1624.0,0.0,8.6,0.25,31.2,34.7,0.47,147.0,2128.0,1103.0,3.88,1.25,44.08,8671.0,1983.33,8.6,553.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
92,51.67,1620.0,0.64,8.6,0.25,31.2,34.7,0.46,148.0,2151.0,1106.0,3.89,1.25,44.56,8750.0,1988.93,8.6,554.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
93,53.91,1850.0,1.2,8.6,0.25,31.2,34.7,0.45,148.0,2143.0,1104.0,3.9,1.26,45.06,8828.0,1992.0,8.6,554.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
94,52.11,1550.0,0.0,8.6,0.25,31.2,34.7,0.46,147.0,2144.0,1100.0,3.91,1.27,45.56,8921.0,2005.51,8.6,555.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
95,41.07,1234.0,0.16,8.6,0.25,31.2,34.7,0.53,147.0,2144.0,1103.0,3.93,1.29,46.07,9059.0,1997.07,8.6,555.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
96,29.24,1492.0,0.34,8.6,0.25,31.2,34.7,0.51,148.0,2141.0,1106.0,3.95,1.31,46.56,9224.0,2023.63,8.6,556.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
97,30.42,1952.0,0.93,8.6,0.25,31.2,34.7,0.52,148.0,2233.0,1110.0,3.96,1.32,47.05,9350.0,2031.07,8.6,556.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
98,55.04,1742.0,1.99,8.6,0.25,31.2,34.7,0.45,148.0,2122.0,1110.0,3.97,1.33,47.54,9416.0,2036.62,8.6,557.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
99,71.38,1685.0,0.63,8.6,0.25,31.2,34.7,0.41,148.0,2158.0,1111.0,3.97,1.34,48.06,9476.0,2033.36,8.6,557.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
100,75.92,1541.0,0.27,8.6,0.25,31.2,34.7,0.42,149.0,2210.0,1110.0,3.98,1.34,48.56,9535.0,2028.8,8.6,558.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
101,74.85,1322.0,1.25,8.6,0.25,31.2,34.7,0.43,148.0,2160.0,1110.0,3.99,1.35,49.06,9594.0,2033.14,8.6,558.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
102,67.63,1504.0,1.07,8.6,0.25,31.2,34.7,0.44,148.0,2200.0,1109.0,4.0,1.36,49.56,9668.0,2041.0,8.6,559.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
103,58.13,1055.0,0.3,8.6,0.25,31.2,34.7,0.44,149.0,2186.0,1107.0,4.0,1.37,50.07,9747.0,2030.51,8.6,559.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
104,47.17,2003.0,0.35,8.6,0.25,31.2,34.7,0.44,147.0,2217.0,1110.0,4.02,1.38,50.57,9860.0,2033.46,8.6,560.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
105,39.37,1574.0,0.17,8.6,0.25,31.2,34.7,0.48,148.0,2186.0,1110.0,4.03,1.39,51.07,9974.0,2032.38,8.6,560.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
106,46.81,1488.0,1.07,8.6,0.25,31.2,34.7,0.48,148.0,2157.0,1108.0,4.04,1.4,51.54,10053.0,2028.58,8.6,561.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
107,54.16,1629.0,0.0,8.6,0.25,31.2,34.7,0.46,148.0,2217.0,1109.0,4.05,1.41,52.03,10132.0,2031.87,8.6,561.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
108,52.81,1699.0,0.7,8.6,0.25,31.2,34.7,0.46,148.0,2207.0,1112.0,4.06,1.42,52.55,10221.0,2034.7,8.6,562.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
109,41.74,1386.0,1.46,8.6,0.25,31.2,34.7,0.47,148.0,2191.0,1110.0,4.07,1.43,53.07,10322.0,2035.4,8.6,562.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
110,27.34,1709.0,0.0,8.6,0.25,31.2,34.7,0.49,149.0,2203.0,1109.0,4.09,1.46,53.58,10546.0,2010.02,8.6,563.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
111,27.02,1591.0,0.35,8.6,0.25,31.2,34.7,0.48,149.0,2382.0,1121.0,4.11,1.47,54.07,10702.0,1972.93,8.6,563.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
112,25.57,1446.0,0.0,8.6,0.25,31.2,34.7,0.55,142.0,2164.0,1113.0,4.31,1.5,54.52,10937.0,1952.03,8.6,564.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
113,35.7,1105.0,0.84,8.6,0.25,31.2,34.7,0.54,143.0,2159.0,1112.0,4.32,1.51,55.07,11018.0,1958.28,8.6,564.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
114,57.59,945.0,0.2,8.6,0.25,31.2,34.7,0.46,143.0,2184.0,1113.0,4.33,1.52,55.54,11082.0,1953.05,8.6,565.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
115,53.06,679.0,0.2,8.6,0.25,31.2,34.7,0.47,143.0,2171.0,1111.0,4.34,1.53,56.04,11177.0,1952.06,8.6,565.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
116,40.26,905.0,0.51,8.6,0.25,31.2,34.7,0.47,143.0,2159.0,1111.0,4.35,1.54,56.54,11282.0,1953.49,8.6,566.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
117,30.79,1088.0,0.25,8.6,0.25,31.2,34.7,0.49,143.0,2138.0,1110.0,4.37,1.56,57.08,11460.0,1926.13,8.6,566.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
118,23.05,1007.0,1.65,8.6,0.25,31.2,34.7,0.58,143.0,2154.0,1112.0,4.39,1.58,57.55,11645.0,1944.28,8.6,567.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
119,19.55,854.0,1.63,8.6,0.25,31.2,34.7,0.66,143.0,2137.0,1110.0,4.42,1.61,58.05,11852.0,1970.31,8.6,567.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
120,22.53,1079.0,1.06,8.6,0.25,31.2,34.7,0.64,142.0,2164.0,1112.0,4.44,1.63,58.58,12073.0,1983.28,8.6,568.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
121,37.79,967.0,0.59,8.6,0.25,31.2,34.7,0.55,142.0,2139.0,1112.0,4.45,1.64,59.08,12146.0,1979.54,8.6,568.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
122,53.17,770.0,0.38,8.6,0.25,31.2,34.7,0.5,142.0,2175.0,1111.0,4.46,1.65,59.54,12225.0,1990.5,8.6,569.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
123,56.56,665.0,1.42,8.6,0.25,31.2,34.7,0.53,143.0,2132.0,1110.0,4.47,1.66,60.07,12332.0,1993.3,8.6,569.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
124,61.11,497.0,2.32,8.6,0.25,31.2,34.7,0.56,143.0,2106.0,1111.0,4.49,1.68,60.58,12439.0,2005.96,8.6,570.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
125,60.12,973.0,1.49,8.6,0.25,31.2,34.7,0.6,108.0,1334.0,828.0,4.69,1.69,61.07,12559.0,1909.37,8.6,570.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
126,30.15,901.0,0.82,8.6,0.25,31.2,34.7,0.75,147.0,2218.0,1118.0,4.85,1.73,61.58,12832.0,1823.56,8.6,571.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
127,50.84,134.0,7.72,8.6,0.25,30.9,37.6,0.63,117.0,1793.0,930.0,12.44,0.56,12.11,3866.0,2297.86,8.61,571.5,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
128,81.03,128.0,7.82,8.6,0.25,30.9,37.6,0.61,117.0,1790.0,931.0,12.45,0.56,12.62,3907.0,2303.94,8.61,572.0,Poseidon North-1,Undefined,Undefined,-13.573562,122.340154
